kind,log10_guesses,gn_score,comp_score,comp_strong,entropy_bits,password_len
diceware-4,22.008569965345913,4,4,False,158.83136233276971,27
diceware-4,20.73126314327545,4,4,False,217.65779282638815,37
diceware-4,22.716877586290934,4,4,False,176.47929148085524,30
diceware-4,23.079839056794427,4,4,False,176.47929148085524,30
diceware-4,21.50997320460188,4,4,False,217.65779282638815,37
diceware-4,21.789474328812627,4,4,False,176.47929148085524,30
diceware-4,22.27892143559935,4,4,False,182.3619345302171,31
diceware-4,21.809460402898797,4,4,False,200.00986367830262,34
diceware-4,21.241431212490884,4,4,False,182.3619345302171,31
diceware-4,22.2118829699291,4,4,False,158.83136233276971,27
diceware-4,20.22392914527795,4,4,False,211.7751497770263,36
diceware-4,20.587627962137645,4,4,False,194.12722062894076,33
diceware-4,22.37659750277253,4,4,False,200.00986367830262,34
diceware-4,23.02552311790664,4,4,False,123.53550403659867,21
diceware-4,21.35695971054251,4,4,False,194.12722062894076,33
diceware-4,21.666526078715457,4,4,False,188.24457757957893,32
diceware-4,20.960234623368535,4,4,False,205.89250672766445,35
diceware-4,20.142025016549468,4,4,False,188.24457757957893,32
diceware-4,21.276723288814548,4,4,False,170.5966484314934,29
diceware-4,21.291347270772484,4,4,False,188.24457757957893,32
diceware-4,22.43237018568676,4,4,False,217.65779282638815,37
diceware-4,22.141822646192903,4,4,False,170.5966484314934,29
diceware-4,23.449863372482703,4,4,False,205.89250672766445,35
diceware-4,21.000371591486616,4,4,False,205.89250672766445,35
diceware-4,22.047352354681593,4,4,False,205.89250672766445,35
diceware-4,22.51720327750578,4,4,False,182.3619345302171,31
diceware-4,21.118083439030183,4,4,False,176.47929148085524,30
diceware-4,20.718314622025932,4,4,False,205.89250672766445,35
diceware-4,21.41460828434326,4,4,False,182.3619345302171,31
diceware-4,23.05672616006675,4,4,False,164.71400538213157,28
diceware-4,22.934565331274364,4,4,False,164.71400538213157,28
diceware-4,21.21939772274221,4,4,False,194.12722062894076,33
diceware-4,21.991654338474167,4,4,False,194.12722062894076,33
diceware-4,20.187609384581876,4,4,False,158.83136233276971,27
diceware-4,22.901515385880668,4,4,False,176.47929148085524,30
diceware-4,21.122894700961222,4,4,False,188.24457757957893,32
diceware-4,22.00613660664309,4,4,False,188.24457757957893,32
diceware-4,22.41338897390736,4,4,False,182.3619345302171,31
diceware-4,21.919290069570078,4,4,False,223.54043587574998,38
diceware-4,19.55068754662807,4,4,False,182.3619345302171,31
diceware-4,22.7187432544996,4,4,False,200.00986367830262,34
diceware-4,20.85942560520423,4,4,False,188.24457757957893,32
diceware-4,21.39601340415498,4,4,False,182.3619345302171,31
diceware-4,20.423105016485753,4,4,False,182.3619345302171,31
diceware-4,22.25917126850972,4,4,False,182.3619345302171,31
diceware-4,20.98683394013907,4,4,False,205.89250672766445,35
diceware-4,21.899653564590935,4,4,False,176.47929148085524,30
diceware-4,21.821073238708838,4,4,False,129.41814708596053,22
diceware-4,20.347853860781377,4,4,False,176.47929148085524,30
diceware-4,23.024859530055902,4,4,False,170.5966484314934,29
diceware-4,22.969687129886832,4,4,False,176.47929148085524,30
diceware-4,22.649932918834878,4,4,False,194.12722062894076,33
diceware-4,20.144513742346465,4,4,False,211.7751497770263,36
diceware-4,22.20943258374764,4,4,False,176.47929148085524,30
diceware-4,21.49503137337565,4,4,False,176.47929148085524,30
diceware-4,20.978868580519574,4,4,False,176.47929148085524,30
diceware-4,23.02974223088715,4,4,False,211.7751497770263,36
diceware-4,20.7665277888655,4,4,False,194.12722062894076,33
diceware-4,22.60407659860617,4,4,False,158.83136233276971,27
diceware-4,22.959751845068705,4,4,False,194.12722062894076,33
diceware-4,19.81639451753867,4,4,False,176.47929148085524,30
diceware-4,20.830285742500774,4,4,False,211.7751497770263,36
diceware-4,23.153197985089808,4,4,False,182.3619345302171,31
diceware-4,21.73780510357458,4,4,False,164.71400538213157,28
diceware-4,21.4314982371832,4,4,False,141.1834331846842,24
diceware-4,23.269296709849467,4,4,False,194.12722062894076,33
diceware-4,22.83726641958339,4,4,False,170.5966484314934,29
diceware-4,19.173103886469224,4,4,False,194.12722062894076,33
diceware-4,21.399500822927685,4,4,False,176.47929148085524,30
diceware-4,23.310932965704264,4,4,False,176.47929148085524,30
diceware-4,22.10609600776528,4,4,False,170.5966484314934,29
diceware-4,21.13116241871142,4,4,False,170.5966484314934,29
diceware-4,22.424358805704966,4,4,False,147.06607623404605,25
diceware-4,22.815513924774233,4,4,False,176.47929148085524,30
diceware-4,22.615395703316192,4,4,False,176.47929148085524,30
diceware-4,21.268282846412394,4,4,False,194.12722062894076,33
diceware-4,22.783132671760644,4,4,False,188.24457757957893,32
diceware-4,22.88204144853184,4,4,False,182.3619345302171,31
diceware-4,22.426591635362257,4,4,False,188.24457757957893,32
diceware-4,20.755237688947286,4,4,False,170.5966484314934,29
diceware-4,22.50774943047548,4,4,False,176.47929148085524,30
diceware-4,21.300997416917543,4,4,False,182.3619345302171,31
diceware-4,21.879701067311668,4,4,False,182.3619345302171,31
diceware-4,21.790120040363924,4,4,False,211.7751497770263,36
diceware-4,22.727889438673973,4,4,False,147.06607623404605,25
diceware-4,21.08250334818675,4,4,False,182.3619345302171,31
diceware-4,22.660312315309756,4,4,False,194.12722062894076,33
diceware-4,22.42690793268306,4,4,False,188.24457757957893,32
diceware-4,19.588045333291255,4,4,False,188.24457757957893,32
diceware-4,21.233731682585557,4,4,False,188.24457757957893,32
diceware-4,22.53279029887743,4,4,False,200.00986367830262,34
diceware-4,22.521659398260955,4,4,False,194.12722062894076,33
diceware-4,22.55994167318243,4,4,False,200.00986367830262,34
diceware-4,22.52370180323131,4,4,False,164.71400538213157,28
diceware-4,22.710246510097736,4,4,False,176.47929148085524,30
diceware-4,23.04845119053768,4,4,False,182.3619345302171,31
diceware-4,22.054947204667872,4,4,False,170.5966484314934,29
diceware-4,23.35074604079858,4,4,False,176.47929148085524,30
diceware-4,21.853228070898243,4,4,False,188.24457757957893,32
diceware-4,20.065706461153393,4,4,False,158.83136233276971,27
diceware-4,21.71666283886231,4,4,False,182.3619345302171,31
diceware-4,23.11962195883232,4,4,False,194.12722062894076,33
diceware-4,21.433927278359437,4,4,False,200.00986367830262,34
diceware-4,22.86728789373945,4,4,False,200.00986367830262,34
diceware-4,22.79169028828167,4,4,False,205.89250672766445,35
diceware-4,21.267581549827923,4,4,False,182.3619345302171,31
diceware-4,21.823253141958748,4,4,False,182.3619345302171,31
diceware-4,22.831611214414846,4,4,False,176.47929148085524,30
diceware-4,22.027615087590387,4,4,False,182.3619345302171,31
diceware-4,22.96033961219102,4,4,False,194.12722062894076,33
diceware-4,22.809248345186997,4,4,False,200.00986367830262,34
diceware-4,22.402851522073615,4,4,False,194.12722062894076,33
diceware-4,22.300832197569566,4,4,False,158.83136233276971,27
diceware-4,22.655167970927042,4,4,False,164.71400538213157,28
diceware-4,22.06546487971711,4,4,False,188.24457757957893,32
diceware-4,20.766488846843526,4,4,False,158.83136233276971,27
diceware-4,23.19434268804449,4,4,False,152.94871928340788,26
diceware-4,22.12185571707347,4,4,False,182.3619345302171,31
diceware-4,23.12900230189812,4,4,False,164.71400538213157,28
diceware-4,21.902662051720636,4,4,False,152.94871928340788,26
diceware-4,21.365945691020332,4,4,False,170.5966484314934,29
diceware-4,21.419910298356854,4,4,False,164.71400538213157,28
diceware-4,22.722052604481277,4,4,False,164.71400538213157,28
diceware-4,23.007427125059113,4,4,False,194.12722062894076,33
diceware-4,21.421286754915073,4,4,False,200.00986367830262,34
diceware-4,22.701523689493175,4,4,False,182.3619345302171,31
diceware-4,23.015491865763398,4,4,False,147.06607623404605,25
diceware-4,22.307285248919733,4,4,False,182.3619345302171,31
diceware-4,20.252342524067032,4,4,False,158.83136233276971,27
diceware-4,21.78190306042018,4,4,False,158.83136233276971,27
diceware-4,19.525347487890865,4,4,False,182.3619345302171,31
diceware-4,21.719850000617733,4,4,False,211.7751497770263,36
diceware-4,22.171824079840192,4,4,False,200.00986367830262,34
diceware-4,21.348414359537976,4,4,False,158.83136233276971,27
diceware-4,20.82157576445335,4,4,False,188.24457757957893,32
diceware-4,20.69513716679825,4,4,False,200.00986367830262,34
diceware-4,21.793186655286757,4,4,False,164.71400538213157,28
diceware-4,21.34406099802202,4,4,False,164.71400538213157,28
diceware-4,22.290932544259604,4,4,False,176.47929148085524,30
diceware-4,21.918033292818656,4,4,False,211.7751497770263,36
diceware-4,22.906447960186377,4,4,False,194.12722062894076,33
diceware-4,20.489827479707394,4,4,False,176.47929148085524,30
diceware-4,21.628348575108355,4,4,False,176.47929148085524,30
diceware-4,20.573972399920837,4,4,False,170.5966484314934,29
diceware-4,21.133650268636234,4,4,False,170.5966484314934,29
diceware-4,19.716597934594237,4,4,False,176.47929148085524,30
diceware-4,18.155469825758573,4,4,False,158.83136233276971,27
diceware-4,22.230222474041124,4,4,False,176.47929148085524,30
diceware-4,20.93033712358888,4,4,False,205.89250672766445,35
diceware-4,22.03504284236193,4,4,False,188.24457757957893,32
diceware-4,21.960210150521256,4,4,False,200.00986367830262,34
diceware-4,22.57774654576962,4,4,False,158.83136233276971,27
diceware-4,20.95951278591139,4,4,False,164.71400538213157,28
diceware-4,21.980916146278496,4,4,False,176.47929148085524,30
diceware-4,21.20568948859673,4,4,False,158.83136233276971,27
diceware-4,21.836656265920897,4,4,False,158.83136233276971,27
diceware-4,22.417664473989518,4,4,False,200.00986367830262,34
diceware-4,22.410433061444664,4,4,False,182.3619345302171,31
diceware-4,22.910432893916393,4,4,False,182.3619345302171,31
diceware-4,22.507516054729006,4,4,False,205.89250672766445,35
diceware-4,22.943834895074943,4,4,False,164.71400538213157,28
diceware-4,21.473592699094564,4,4,False,217.65779282638815,37
diceware-4,22.281678312865782,4,4,False,164.71400538213157,28
diceware-4,21.19303086242799,4,4,False,188.24457757957893,32
diceware-4,21.897310019325737,4,4,False,188.24457757957893,32
diceware-4,21.86720456694306,4,4,False,158.83136233276971,27
diceware-4,22.110449680311174,4,4,False,170.5966484314934,29
diceware-4,21.44522533154722,4,4,False,182.3619345302171,31
diceware-4,20.109360566304662,4,4,False,176.47929148085524,30
diceware-4,22.922646147549962,4,4,False,211.7751497770263,36
diceware-4,22.443725895716128,4,4,False,194.12722062894076,33
diceware-4,21.641150632817318,4,4,False,194.12722062894076,33
diceware-4,22.49037214278797,4,4,False,176.47929148085524,30
diceware-4,20.624452053895272,4,4,False,188.24457757957893,32
diceware-4,23.02502658868135,4,4,False,188.24457757957893,32
diceware-4,21.015609535500573,4,4,False,147.06607623404605,25
diceware-4,20.819290009298193,4,4,False,176.47929148085524,30
diceware-4,21.38494873125158,4,4,False,217.65779282638815,37
diceware-4,21.914693827231194,4,4,False,170.5966484314934,29
diceware-4,22.837283324022213,4,4,False,182.3619345302171,31
diceware-4,20.28682350212886,4,4,False,188.24457757957893,32
diceware-4,22.05461759421089,4,4,False,170.5966484314934,29
diceware-4,21.548715877235935,4,4,False,194.12722062894076,33
diceware-4,20.919335164221025,4,4,False,182.3619345302171,31
diceware-4,22.45166866965058,4,4,False,200.00986367830262,34
diceware-4,21.557672242435878,4,4,False,188.24457757957893,32
diceware-4,21.71599892869317,4,4,False,170.5966484314934,29
diceware-4,20.7655701013243,4,4,False,205.89250672766445,35
diceware-4,22.23952243604877,4,4,False,176.47929148085524,30
diceware-4,22.488340388316832,4,4,False,182.3619345302171,31
diceware-4,21.16536235613272,4,4,False,194.12722062894076,33
diceware-4,23.290233713725794,4,4,False,188.24457757957893,32
diceware-4,22.148442876549684,4,4,False,182.3619345302171,31
diceware-4,22.44946931652611,4,4,False,170.5966484314934,29
diceware-4,22.410514072880122,4,4,False,129.41814708596053,22
diceware-4,23.10437471076039,4,4,False,205.89250672766445,35
diceware-4,20.631412856434096,4,4,False,182.3619345302171,31
diceware-4,23.04964231533487,4,4,False,194.12722062894076,33
diceware-4,21.40942490920319,4,4,False,182.3619345302171,31
diceware-4,23.057284800549617,4,4,False,152.94871928340788,26
diceware-4,20.853922588619834,4,4,False,164.71400538213157,28
diceware-4,21.849623162826113,4,4,False,200.00986367830262,34
diceware-4,21.799766674272625,4,4,False,188.24457757957893,32
diceware-4,22.823508547043865,4,4,False,182.3619345302171,31
diceware-4,22.92700594365727,4,4,False,188.24457757957893,32
diceware-4,19.750269700539302,4,4,False,147.06607623404605,25
diceware-4,21.864455700282893,4,4,False,205.89250672766445,35
diceware-4,23.747089828999002,4,4,False,158.83136233276971,27
diceware-4,21.99753433453027,4,4,False,182.3619345302171,31
diceware-4,22.187389273280555,4,4,False,217.65779282638815,37
diceware-4,21.461843610546346,4,4,False,194.12722062894076,33
diceware-4,23.18076720207932,4,4,False,182.3619345302171,31
diceware-4,23.08168674264459,4,4,False,211.7751497770263,36
diceware-4,21.928764860124097,4,4,False,188.24457757957893,32
diceware-4,19.873799233894758,4,4,False,194.12722062894076,33
diceware-4,22.427831106466275,4,4,False,152.94871928340788,26
diceware-4,22.363172992763353,4,4,False,170.5966484314934,29
diceware-4,23.332331974944715,4,4,False,176.47929148085524,30
diceware-4,21.12509840266181,4,4,False,152.94871928340788,26
diceware-4,22.800878095811083,4,4,False,170.5966484314934,29
diceware-4,21.243429613065118,4,4,False,176.47929148085524,30
diceware-4,20.79830371930102,4,4,False,182.3619345302171,31
diceware-4,22.971882165118377,4,4,False,194.12722062894076,33
diceware-4,23.261163365812852,4,4,False,205.89250672766445,35
diceware-4,19.540080843466566,4,4,False,205.89250672766445,35
diceware-4,21.1510527715386,4,4,False,188.24457757957893,32
diceware-4,22.367792285929212,4,4,False,182.3619345302171,31
diceware-4,21.912599970954794,4,4,False,200.00986367830262,34
diceware-4,21.510896995401076,4,4,False,158.83136233276971,27
diceware-4,20.904503746788556,4,4,False,176.47929148085524,30
diceware-4,22.222002602389633,4,4,False,182.3619345302171,31
diceware-4,20.67507824778911,4,4,False,188.24457757957893,32
diceware-4,21.673017542577007,4,4,False,194.12722062894076,33
diceware-4,22.09645479269449,4,4,False,182.3619345302171,31
diceware-4,21.98935963067201,4,4,False,200.00986367830262,34
diceware-4,20.833083514944327,4,4,False,182.3619345302171,31
diceware-4,22.422544606029124,4,4,False,158.83136233276971,27
diceware-4,22.987618111409247,4,4,False,176.47929148085524,30
diceware-4,21.200678772340467,4,4,False,205.89250672766445,35
diceware-4,22.36047583980708,4,4,False,200.00986367830262,34
diceware-4,21.28472777697339,4,4,False,188.24457757957893,32
diceware-4,20.359929076606708,4,4,False,176.47929148085524,30
diceware-4,23.101959715714244,4,4,False,164.71400538213157,28
diceware-4,22.003912846770245,4,4,False,182.3619345302171,31
diceware-4,22.341819969538008,4,4,False,194.12722062894076,33
diceware-4,20.401344775998922,4,4,False,182.3619345302171,31
diceware-4,18.825672009723167,4,4,False,170.5966484314934,29
diceware-4,21.002532485340602,4,4,False,200.00986367830262,34
diceware-4,23.137091668236494,4,4,False,217.65779282638815,37
diceware-4,20.505396461754735,4,4,False,194.12722062894076,33
diceware-4,22.35271970333343,4,4,False,188.24457757957893,32
diceware-4,20.966022561195185,4,4,False,117.65286098723683,20
diceware-4,22.01781814211654,4,4,False,194.12722062894076,33
diceware-4,21.24346957728622,4,4,False,182.3619345302171,31
diceware-4,22.006047044315167,4,4,False,188.24457757957893,32
diceware-4,22.0908780804858,4,4,False,194.12722062894076,33
diceware-4,22.383883185463326,4,4,False,200.00986367830262,34
diceware-4,21.46713308506055,4,4,False,200.00986367830262,34
diceware-4,22.463507139346014,4,4,False,176.47929148085524,30
diceware-4,21.694504540629847,4,4,False,200.00986367830262,34
diceware-4,21.832721317937395,4,4,False,164.71400538213157,28
diceware-4,22.316015393131593,4,4,False,164.71400538213157,28
diceware-4,21.128587681487687,4,4,False,200.00986367830262,34
diceware-4,22.043651588949324,4,4,False,205.89250672766445,35
diceware-4,22.403775672359295,4,4,False,194.12722062894076,33
diceware-4,20.363608057317776,4,4,False,170.5966484314934,29
diceware-4,21.72132547255513,4,4,False,194.12722062894076,33
diceware-4,20.3213925309308,4,4,False,158.83136233276971,27
diceware-4,22.283259864983517,4,4,False,170.5966484314934,29
diceware-4,22.364663703786388,4,4,False,152.94871928340788,26
diceware-4,23.24917096911886,4,4,False,205.89250672766445,35
diceware-4,23.133012404625802,4,4,False,170.5966484314934,29
diceware-4,21.485200221634464,4,4,False,182.3619345302171,31
diceware-4,20.8447864393399,4,4,False,205.89250672766445,35
diceware-4,21.666915389359104,4,4,False,200.00986367830262,34
diceware-4,21.362743074394565,4,4,False,188.24457757957893,32
diceware-4,21.853776777169433,4,4,False,164.71400538213157,28
diceware-4,21.44854887355477,4,4,False,182.3619345302171,31
diceware-4,23.040929120882893,4,4,False,200.00986367830262,34
diceware-4,22.209780004503326,4,4,False,164.71400538213157,28
diceware-4,22.64851976614197,4,4,False,194.12722062894076,33
diceware-4,21.21239337442692,4,4,False,182.3619345302171,31
diceware-4,19.48657325985289,4,4,False,200.00986367830262,34
diceware-4,21.107373910115783,4,4,False,176.47929148085524,30
diceware-4,21.42863635800021,4,4,False,158.83136233276971,27
diceware-4,21.984973974322166,4,4,False,194.12722062894076,33
diceware-4,20.869443987446655,4,4,False,205.89250672766445,35
diceware-4,21.198565680099524,4,4,False,152.94871928340788,26
diceware-4,20.18016776430043,4,4,False,164.71400538213157,28
diceware-4,21.687931278894062,4,4,False,188.24457757957893,32
diceware-4,23.434140737312116,4,4,False,205.89250672766445,35
diceware-4,20.491084114268098,4,4,False,182.3619345302171,31
diceware-4,21.587514658914966,4,4,False,170.5966484314934,29
diceware-4,22.75209639789253,4,4,False,194.12722062894076,33
diceware-4,20.769134444482333,4,4,False,182.3619345302171,31
diceware-4,22.661441818914884,4,4,False,188.24457757957893,32
diceware-4,22.866595873136504,4,4,False,200.00986367830262,34
diceware-4,21.917768118555074,4,4,False,182.3619345302171,31
diceware-4,18.78270876834638,4,4,False,182.3619345302171,31
diceware-4,19.951438789167053,4,4,False,182.3619345302171,31
diceware-4,21.718117305204863,4,4,False,205.89250672766445,35
diceware-4,19.253225272963938,4,4,False,158.83136233276971,27
diceware-4,21.121634282669074,4,4,False,194.12722062894076,33
diceware-4,22.491925156556277,4,4,False,176.47929148085524,30
diceware-4,21.5680403006598,4,4,False,158.83136233276971,27
diceware-4,22.320698607381463,4,4,False,188.24457757957893,32
diceware-4,21.721990467450972,4,4,False,176.47929148085524,30
diceware-4,23.132814889257386,4,4,False,194.12722062894076,33
diceware-4,20.99934443946071,4,4,False,164.71400538213157,28
diceware-4,22.693768198310224,4,4,False,170.5966484314934,29
diceware-4,22.862071608920385,4,4,False,176.47929148085524,30
diceware-4,21.406115142554786,4,4,False,182.3619345302171,31
diceware-4,22.39944586792451,4,4,False,182.3619345302171,31
diceware-4,20.69976578126935,4,4,False,176.47929148085524,30
diceware-4,20.416938115690144,4,4,False,164.71400538213157,28
diceware-4,22.553485481303056,4,4,False,188.24457757957893,32
diceware-4,20.894011983880347,4,4,False,176.47929148085524,30
diceware-4,22.218061819108772,4,4,False,188.24457757957893,32
diceware-4,22.138023002642218,4,4,False,170.5966484314934,29
diceware-4,20.996282860961838,4,4,False,176.47929148085524,30
diceware-4,22.41522350503419,4,4,False,200.00986367830262,34
diceware-4,21.07638638980618,4,4,False,188.24457757957893,32
diceware-4,22.76927777548315,4,4,False,211.7751497770263,36
diceware-4,22.111551357203602,4,4,False,158.83136233276971,27
diceware-4,20.63809028299248,4,4,False,170.5966484314934,29
diceware-4,21.023576751988077,4,4,False,152.94871928340788,26
diceware-4,23.55542139820794,4,4,False,194.12722062894076,33
diceware-4,20.867452539720947,4,4,False,147.06607623404605,25
diceware-4,21.048015733606174,4,4,False,164.71400538213157,28
diceware-4,20.97440920028587,4,4,False,200.00986367830262,34
diceware-4,21.654480490292336,4,4,False,164.71400538213157,28
diceware-6,35.27415817485264,4,4,False,294.1321524680921,50
diceware-6,37.194847050222805,4,4,False,264.7189372212829,45
diceware-6,37.2415611692899,4,4,False,264.7189372212829,45
diceware-6,34.15547090701791,4,4,False,235.30572197447367,40
diceware-6,36.27854560847727,4,4,False,300.01479551745393,51
diceware-6,34.72928057226478,4,4,False,276.48422332000655,47
diceware-6,34.16564942594973,4,4,False,276.48422332000655,47
diceware-6,34.04601072291096,4,4,False,300.01479551745393,51
diceware-6,35.20150275993141,4,4,False,276.48422332000655,47
diceware-6,37.062668567735834,4,4,False,270.6015802706447,46
diceware-6,34.90211643853095,4,4,False,335.310653813625,57
diceware-6,34.83908143174141,4,4,False,276.48422332000655,47
diceware-6,34.377129651244196,4,4,False,235.30572197447367,40
diceware-6,36.43197580281238,4,4,False,264.7189372212829,45
diceware-6,35.537107466940185,4,4,False,311.7800816161776,53
diceware-6,34.45826097341818,4,4,False,276.48422332000655,47
diceware-6,36.06250856763021,4,4,False,288.2495094187302,49
diceware-6,35.21453894979839,4,4,False,264.7189372212829,45
diceware-6,35.34230778645268,4,4,False,276.48422332000655,47
diceware-6,35.324420484062784,4,4,False,288.2495094187302,49
diceware-6,34.492392110905534,4,4,False,270.6015802706447,46
diceware-6,36.819722674421264,4,4,False,323.54536771490126,55
diceware-6,33.68700192618621,4,4,False,276.48422332000655,47
diceware-6,36.74857535729315,4,4,False,323.54536771490126,55
diceware-6,33.696074355561365,4,4,False,270.6015802706447,46
diceware-6,35.65365611181094,4,4,False,294.1321524680921,50
diceware-6,34.42443856012101,4,4,False,282.3668663693684,48
diceware-6,35.41487198961691,4,4,False,247.07100807319733,42
diceware-6,34.639091132811785,4,4,False,258.83629417192105,44
diceware-6,36.48041967912933,4,4,False,270.6015802706447,46
diceware-6,37.270023777578004,4,4,False,317.66272466553943,54
diceware-6,37.38227823192908,4,4,False,294.1321524680921,50
diceware-6,34.49675272062991,4,4,False,300.01479551745393,51
diceware-6,31.509220970699488,4,4,False,282.3668663693684,48
diceware-6,35.88605647275558,4,4,False,311.7800816161776,53
diceware-6,35.72254161591864,4,4,False,276.48422332000655,47
diceware-6,34.47203902059245,4,4,False,305.89743856681577,52
diceware-6,36.14965069481817,4,4,False,247.07100807319733,42
diceware-6,37.35178287939692,4,4,False,300.01479551745393,51
diceware-6,36.97598057307123,4,4,False,276.48422332000655,47
diceware-6,33.01095456238658,4,4,False,276.48422332000655,47
diceware-6,35.30591178927495,4,4,False,300.01479551745393,51
diceware-6,33.54808696322791,4,4,False,229.4230789251118,39
diceware-6,36.1108980062823,4,4,False,258.83629417192105,44
diceware-6,35.99417476608456,4,4,False,311.7800816161776,53
diceware-6,33.888249834346176,4,4,False,264.7189372212829,45
diceware-6,37.6643938577543,4,4,False,247.07100807319733,42
diceware-6,36.34703560127614,4,4,False,317.66272466553943,54
diceware-6,35.962526730628824,4,4,False,270.6015802706447,46
diceware-6,35.03263430663211,4,4,False,282.3668663693684,48
diceware-6,36.976314670419555,4,4,False,252.9536511225592,43
diceware-6,36.2988892239953,4,4,False,258.83629417192105,44
diceware-6,35.946812854804364,4,4,False,270.6015802706447,46
diceware-6,36.92946817026859,4,4,False,305.89743856681577,52
diceware-6,37.204681114014896,4,4,False,270.6015802706447,46
diceware-6,34.76937265475487,4,4,False,270.6015802706447,46
diceware-6,34.5344791792426,4,4,False,294.1321524680921,50
diceware-6,36.29402337983589,4,4,False,264.7189372212829,45
diceware-6,36.4757591762484,4,4,False,229.4230789251118,39
diceware-6,35.21801020389508,4,4,False,264.7189372212829,45
diceware-6,37.33731211946668,4,4,False,258.83629417192105,44
diceware-6,35.845807679465736,4,4,False,300.01479551745393,51
diceware-6,32.66489458999985,4,4,False,294.1321524680921,50
diceware-6,35.842351650107155,4,4,False,270.6015802706447,46
