password_len,guesses,log10_guesses,gn_score,top_pattern,comp_score,comp_strong,entropy_bits,entropy_strong,in_training_corpus
6,66.0,1.8195439355418688,0,dictionary:breach,2,False,31.019550008653873,False,True
8,50.0,1.6989700043360187,0,dictionary:breach,2,False,37.603517745128734,False,True
7,74.0,1.8692317197309765,0,dictionary:breach,1,False,32.90307802698764,False,True
4,110.0,2.0413926851582254,0,dictionary:breach,1,False,18.801758872564367,False,True
7,86.0,1.934498451243568,0,dictionary:breach,1,False,32.90307802698764,False,True
6,44.0,1.6434526764861874,0,dictionary:breach,1,False,28.202638308846552,False,True
8,144.0,2.1583624920952498,0,dictionary:breach,3,False,41.3594000115385,False,True
6,60.0,1.7781512503836439,0,repeat,1,False,19.931568569324174,False,True
8,278.0,2.444044795918076,0,dictionary:breach,3,False,41.3594000115385,False,True
9,1110.0,3.0453229787866576,1,dictionary:breach,3,False,46.529325012980806,False,True
6,533.0,2.7267272090265724,0,dictionary:breach,2,False,31.019550008653873,False,True
5,350.0,2.5440680443502757,0,dictionary:breach,1,False,23.502198590705458,False,True
3,56628.0,4.7530312233905745,1,bruteforce,2,False,17.647929148085524,False,False
8,67.0,1.8260748027008264,0,dictionary:breach,2,False,37.603517745128734,False,True
7,69.0,1.8388490907372554,0,dictionary:breach,1,False,32.90307802698764,False,True
1,10.0,1.0,0,bruteforce,1,False,3.321928094887362,False,False
6,509.0,2.7067177823367587,0,dictionary:breach,2,False,31.019550008653873,False,True
6,76.0,1.8808135922807914,0,dictionary:breach,1,False,28.202638308846552,False,True
6,41.0,1.6127838567197357,0,dictionary:breach,1,False,28.202638308846552,False,True
6,179.0,2.2528530309798933,0,dictionary:breach,1,False,19.931568569324174,False,True
6,54.0,1.7323937598229684,0,dictionary:breach,1,False,28.202638308846552,False,True
7,70.0,1.845098040014257,0,repeat,1,False,23.253496664211536,False,True
6,260.0,2.414973347970818,0,dictionary:breach,1,False,28.202638308846552,False,True
10,40.0,1.6020599913279625,0,bruteforce,2,False,33.219280948873624,False,True
6,120.0,2.079181246047625,0,sequence,1,False,19.931568569324174,False,True
9,300.0,2.4771212547196626,0,dictionary:breach,3,False,46.529325012980806,False,True
6,570.0,2.755874855672492,0,dictionary:breach,2,False,31.019550008653873,False,True
6,77.0,1.8864907251724818,0,dictionary:breach,1,False,28.202638308846552,False,True
9,94.0,1.9731278535996988,0,dictionary:breach,2,False,29.89735285398626,False,True
6,2730.0,3.436162647040756,1,dictionary:breach,2,False,31.019550008653873,False,True
8,81.0,1.9084850188786497,0,dictionary:breach,2,False,37.603517745128734,False,True
8,35.0,1.5440680443502757,0,dictionary:breach,3,False,41.3594000115385,False,True
8,520.0,2.7160033436347994,0,dictionary:breach,3,False,41.3594000115385,False,True
8,71.0,1.8512583487190755,0,dictionary:breach,3,False,41.3594000115385,False,True
6,111.0,2.0453229787866576,0,dictionary:breach,1,False,19.931568569324174,False,True
7,1520.0,3.181843587944773,1,dictionary:breach,2,False,36.18947501009619,False,True
9,78.0,1.8920946026904806,0,dictionary:breach,2,False,42.303957463269825,False,True
6,198.0,2.2966651902615314,0,dictionary:breach,1,False,19.931568569324174,False,True
6,238.0,2.3765769570565123,0,dictionary:breach,1,False,28.202638308846552,False,True
6,79.0,1.8976270912904416,0,dictionary:breach,1,False,28.202638308846552,False,True
6,47.0,1.6720978579357175,0,dictionary:breach,1,False,28.202638308846552,False,True
8,705.0,2.848189116991399,0,dictionary:breach,3,False,41.3594000115385,False,True
6,106.0,2.0253058652647704,0,dictionary:breach,1,False,28.202638308846552,False,True
6,83.0,1.919078092376074,0,dictionary:breach,1,False,28.202638308846552,False,True
10,100.0,2.0,0,repeat,2,False,33.219280948873624,False,True
1,10.0,1.0,0,bruteforce,1,False,3.321928094887362,False,False
4,40.0,1.6020599913279625,0,repeat,1,False,13.287712379549449,False,True
9,97.0,1.986771734266245,0,dictionary:breach,2,False,42.303957463269825,False,True
9,769.0,2.8859263398014314,0,dictionary:breach,3,False,46.529325012980806,False,True
6,91.0,1.9590413923210936,0,dictionary:breach,1,False,28.202638308846552,False,True
5,141.0,2.14921911265538,0,dictionary:breach,1,False,23.502198590705458,False,True
5,267.0,2.4265112613645754,0,dictionary:eff,1,False,23.502198590705458,False,True
10,176.0,2.24551266781415,0,dictionary:breach,2,False,33.219280948873624,False,True
8,603.0,2.780317312140151,0,dictionary:breach,3,False,41.3594000115385,False,True
6,130.0,2.113943352306837,0,dictionary:breach,1,False,19.931568569324174,False,True
6,1174.0,3.0696680969115957,1,dictionary:breach,2,False,31.019550008653873,False,True
6,562.0,2.7497363155690615,0,dictionary:breach,1,False,28.202638308846552,False,True
3,78.0,1.8920946026904806,0,sequence,1,False,14.101319154423276,False,True
6,190.0,2.278753600952829,0,dictionary:breach,1,False,19.931568569324174,False,True
7,108.0,2.03342375548695,0,dictionary:breach,1,False,32.90307802698764,False,True
6,451.0,2.6541765418779604,0,dictionary:breach,1,False,19.931568569324174,False,True
8,100.0,2.0,0,dictionary:breach,2,False,37.603517745128734,False,True
7,1053.0,3.0224283711854865,1,dictionary:breach,2,False,36.18947501009619,False,True
6,72.0,1.8573324964312685,0,dictionary:breach,1,False,28.202638308846552,False,True
7,52.0,1.7160033436347992,0,dictionary:breach,2,False,36.18947501009619,False,True
6,207.0,2.315970345456918,0,dictionary:breach,1,False,19.931568569324174,False,True
8,80.0,1.9030899869919438,0,repeat,2,False,26.575424759098897,False,True
6,89.0,1.9493900066449128,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1039.0,3.0166155475571776,1,dictionary:breach,1,False,28.202638308846552,False,True
8,10894.0,4.037187370937113,1,dictionary:breach,3,False,41.3594000115385,False,True
7,2832.0,3.4520932490177314,1,dictionary:breach,1,False,32.90307802698764,False,True
6,139.0,2.1430148002540954,0,dictionary:breach,1,False,28.202638308846552,False,True
10,191.0,2.2810333672477277,0,dictionary:breach,2,False,47.004397181410916,False,True
8,237.0,2.374748346010104,0,dictionary:breach,3,False,41.3594000115385,False,True
8,332.0,2.5211380837040367,0,dictionary:breach,3,False,41.3594000115385,False,True
8,173.0,2.2380461031287955,0,dictionary:breach,3,False,41.3594000115385,False,True
8,1108.0,3.044539760392411,1,dictionary:breach,3,False,41.3594000115385,False,True
6,95.0,1.9777236052888478,0,dictionary:breach,1,False,28.202638308846552,False,True
6,298.0,2.4742162640762557,0,dictionary:breach,1,False,28.202638308846552,False,True
7,109.0,2.037426497940624,0,dictionary:breach,1,False,32.90307802698764,False,True
6,232.0,2.3654879848909,0,dictionary:breach,1,False,19.931568569324174,False,True
9,538.0,2.730782275666389,0,dictionary:breach,3,False,46.529325012980806,False,True
10,500.0,2.6989700043360187,0,dictionary:breach,3,False,51.69925001442312,False,True
7,300.0,2.4771212547196626,0,dictionary:breach,2,False,36.18947501009619,False,True
9,753.0,2.8767949762007006,0,dictionary:breach,3,False,46.529325012980806,False,True
7,580.0,2.7634279935629373,0,dictionary:breach,2,False,36.18947501009619,False,True
6,98.0,1.991226075692495,0,dictionary:breach,1,False,28.202638308846552,False,True
8,154.0,2.187520720836463,0,dictionary:breach,2,False,37.603517745128734,False,True
1,33.0,1.5185139398778875,0,bruteforce,1,False,5.044394119358453,False,False
8,120.0,2.079181246047625,0,dictionary:breach,3,False,41.3594000115385,False,True
3,30.0,1.4771212547196626,0,repeat,1,False,9.965784284662087,False,True
8,103.0,2.0128372247051725,0,dictionary:breach,3,False,41.3594000115385,False,True
9,125.0,2.0969100130080567,0,dictionary:breach,2,False,42.303957463269825,False,True
6,132.0,2.12057393120585,0,dictionary:breach,1,False,28.202638308846552,False,True
6,155.0,2.1903316981702914,0,dictionary:breach,1,False,28.202638308846552,False,True
6,102.0,2.0086001717619175,0,dictionary:breach,1,False,28.202638308846552,False,True
6,105.0,2.0211892990699383,0,dictionary:breach,1,False,28.202638308846552,False,True
7,145.0,2.161368002234975,0,dictionary:breach,1,False,32.90307802698764,False,True
6,193.0,2.285557309007774,0,dictionary:breach,1,False,28.202638308846552,False,True
7,121.0,2.0827853703164503,0,dictionary:breach,1,False,32.90307802698764,False,True
6,707.0,2.8494194137968996,0,dictionary:breach,2,False,31.019550008653873,False,True
9,60.0,1.7781512503836439,0,dictionary:breach,3,False,46.529325012980806,False,True
6,167.0,2.2227164711475833,0,dictionary:breach,1,False,28.202638308846552,False,True
6,147.0,2.167317334748176,0,dictionary:breach,1,False,28.202638308846552,False,True
7,134.0,2.1271047983648077,0,dictionary:breach,1,False,32.90307802698764,False,True
8,18.0,1.255272505103306,0,repeat,2,False,26.575424759098897,False,True
6,148.0,2.1702617153949575,0,dictionary:breach,1,False,28.202638308846552,False,True
6,104.0,2.0170333392987803,0,dictionary:breach,1,False,28.202638308846552,False,True
6,239.0,2.378397900948138,0,dictionary:breach,2,False,31.019550008653873,False,True
7,156.0,2.1931245983544616,0,dictionary:breach,1,False,32.90307802698764,False,True
7,880.0,2.9444826721501687,0,dictionary:breach,2,False,36.18947501009619,False,True
7,129.0,2.1105897102992492,0,dictionary:breach,1,False,32.90307802698764,False,True
7,182.0,2.260071387985075,0,sequence,1,False,32.90307802698764,False,True
8,142.0,2.1522883443830567,0,dictionary:breach,2,False,37.603517745128734,False,True
8,249.0,2.3961993470957363,0,dictionary:breach,2,False,26.575424759098897,False,True
7,1654.0,3.2185355052165283,1,dictionary:breach,2,False,36.18947501009619,False,True
12,14.0,1.1461280356782382,0,dictionary:breach,4,False,62.039100017307746,True,True
6,116.0,2.0644579892269186,0,dictionary:breach,1,False,28.202638308846552,False,True
6,194.0,2.287801729930226,0,dictionary:breach,1,False,28.202638308846552,False,True
7,1479.0,3.169968173996893,1,dictionary:breach,2,False,36.18947501009619,False,True
6,88.0,1.9444826721501687,0,dictionary:breach,1,False,28.202638308846552,False,True
7,101.0,2.0043213737826426,0,dictionary:breach,1,False,32.90307802698764,False,True
9,114.0,2.0569048513364727,0,dictionary:breach,2,False,42.303957463269825,False,True
6,161.0,2.2068258760318495,0,dictionary:breach,1,False,19.931568569324174,False,True
7,39.0,1.5910646070264993,0,dictionary:breach,1,False,32.90307802698764,False,True
4,1126.0,3.0515383905153275,1,dictionary:breach,2,False,23.530572197447366,False,True
8,115.0,2.060697840353612,0,dictionary:breach,2,False,37.603517745128734,False,True
6,119.0,2.075546961392531,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1514.0,3.1801258751640544,1,dictionary:breach,2,False,31.019550008653873,False,True
10,104.0,2.0170333392987803,0,bruteforce,3,False,51.69925001442312,False,True
10,1717.0,3.2347702951609167,1,dictionary:breach,3,False,57.004397181410916,False,True
6,261.0,2.4166405073382813,0,dictionary:breach,1,False,28.202638308846552,False,True
8,234.0,2.369215857410143,0,dictionary:breach,3,False,41.3594000115385,False,True
6,300.0,2.4771212547196626,0,repeat,1,False,19.931568569324174,False,True
9,162.0,2.2095150145426308,0,dictionary:breach,2,False,42.303957463269825,False,True
6,151.0,2.1789769472931693,0,dictionary:breach,1,False,28.202638308846552,False,True
6,126.0,2.100370545117563,0,dictionary:breach,1,False,28.202638308846552,False,True
7,150.0,2.1760912590556813,0,dictionary:breach,1,False,32.90307802698764,False,True
7,170.0,2.230448921378274,0,dictionary:breach,1,False,32.90307802698764,False,True
8,149.0,2.173186268412274,0,dictionary:breach,3,False,41.3594000115385,False,True
6,153.0,2.184691430817599,0,dictionary:breach,1,False,28.202638308846552,False,True
11,206961.0,5.31588851414989,1,dictionary:breach,2,False,51.70483689955201,False,True
6,164.0,2.214843848047698,0,dictionary:breach,1,False,28.202638308846552,False,True
6,199.0,2.298853076409707,0,dictionary:breach,1,False,28.202638308846552,False,True
4,185.0,2.2671717284030137,0,dictionary:english,1,False,18.801758872564367,False,True
8,855.0,2.931966114728173,0,dictionary:breach,3,False,41.3594000115385,False,True
6,236.0,2.3729120029701067,0,dictionary:breach,1,False,28.202638308846552,False,True
10,40.0,1.6020599913279625,0,dictionary:breach,2,False,33.219280948873624,False,True
6,159.0,2.2013971243204518,0,dictionary:breach,1,False,28.202638308846552,False,True
6,724.0,2.859738566197147,0,dictionary:breach,2,False,31.019550008653873,False,True
6,80.0,1.9030899869919438,0,dictionary:breach,2,False,31.019550008653873,False,True
6,156.0,2.1931245983544616,0,sequence,1,False,28.202638308846552,False,True
8,157.0,2.195899652409234,0,dictionary:breach,2,False,37.603517745128734,False,True
4,10000.0,4.0,1,bruteforce,1,False,13.287712379549449,False,True
9,135.0,2.130333768495006,0,dictionary:breach,2,False,42.303957463269825,False,True
7,228.0,2.357934847000454,0,dictionary:breach,1,False,32.90307802698764,False,True
6,48360.0,4.684486292188734,1,date,1,False,19.931568569324174,False,True
6,437880.0,5.641355109412273,1,dictionary:breach,2,False,35.29585829617105,False,True
6,183.0,2.2624510897304297,0,dictionary:breach,1,False,28.202638308846552,False,True
5,100000.0,5.0,1,bruteforce,1,False,16.609640474436812,False,True
6,208.0,2.3180633349627615,0,dictionary:breach,1,False,28.202638308846552,False,True
14,3.1322155183571065e+21,21.495851636914978,4,bruteforce,5,True,85.51934239489437,True,False
7,707999.0,5.850032644279051,1,dictionary:breach,1,False,32.90307802698764,False,True
8,8225568.0,6.915165896986578,2,bruteforce,3,False,41.3594000115385,False,False
10,665942.0,5.823436406081959,1,dictionary:breach,2,False,47.004397181410916,False,True
7,4218240000.0,9.62513128562406,3,bruteforce,3,False,41.67937417270812,False,False
6,287.0,2.4578818967339924,0,dictionary:breach,1,False,19.931568569324174,False,True
6,127.0,2.103803720955957,0,dictionary:breach,1,False,28.202638308846552,False,True
6,177.0,2.247973266361807,0,dictionary:breach,1,False,28.202638308846552,False,True
7,165.0,2.2174839442139063,0,dictionary:breach,1,False,32.90307802698764,False,True
7,560.0,2.7481880270062007,0,dictionary:breach,2,False,36.18947501009619,False,True
6,312.0,2.494154594018443,0,dictionary:breach,2,False,31.019550008653873,False,True
6,364.0,2.561101383649056,0,dictionary:breach,1,False,28.202638308846552,False,True
8,133.0,2.123851640967086,0,dictionary:breach,2,False,37.603517745128734,False,True
9,205.0,2.3117538610557546,0,dictionary:breach,2,False,29.89735285398626,False,True
6,354.0,2.5490032620257876,0,dictionary:breach,1,False,19.931568569324174,False,True
7,2487.0,3.395675785269936,1,dictionary:breach,2,False,36.18947501009619,False,True
6,166.0,2.220108088040055,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1074.0,3.0310042813635367,1,dictionary:breach,2,False,31.019550008653873,False,True
6,181.0,2.2576785748691846,0,dictionary:breach,1,False,28.202638308846552,False,True
1,33.0,1.5185139398778875,0,bruteforce,1,False,5.044394119358453,False,True
8,578.0,2.761927838420529,0,dictionary:breach,3,False,41.3594000115385,False,True
6,175.0,2.2430380486862944,0,dictionary:breach,1,False,28.202638308846552,False,True
7,2057.0,3.313234291694724,1,dictionary:breach,2,False,36.18947501009619,False,True
6,4967.0,3.6960941599952233,1,dictionary:breach,1,False,28.202638308846552,False,True
10,375900.0,5.575072325713813,1,dictionary:breach,4,False,59.54196310386875,False,False
18,58161.0,4.764631865023408,1,dictionary:breach,4,False,102.60791492653965,True,True
7,360.0,2.5563025007672873,0,dictionary:breach,1,False,32.90307802698764,False,True
9,284.0,2.4533183400470375,0,dictionary:breach,2,False,42.303957463269825,False,True
6,146.0,2.164352855784437,0,dictionary:breach,1,False,28.202638308846552,False,True
9,674.0,2.8286598965353202,0,dictionary:breach,3,False,46.529325012980806,False,True
7,6290.0,3.798650645445269,1,dictionary:breach,2,False,36.18947501009619,False,True
6,192.0,2.2833012287035497,0,dictionary:breach,1,False,28.202638308846552,False,True
6,235.0,2.3710678622717363,0,dictionary:breach,1,False,28.202638308846552,False,True
9,1067.0,3.02816441942447,1,dictionary:breach,3,False,46.529325012980806,False,True
11,206.0,2.3138672203691537,0,dictionary:breach,2,False,36.541209043760986,False,True
6,156.0,2.1931245983544616,0,repeat,1,False,28.202638308846552,False,True
7,169.0,2.227886704613674,0,dictionary:breach,1,False,32.90307802698764,False,True
6,60.0,1.7781512503836439,0,repeat,1,False,19.931568569324174,False,True
7,215.0,2.3324384599156054,0,dictionary:breach,1,False,32.90307802698764,False,True
7,920.0,2.9637878273455556,0,dictionary:breach,2,False,36.18947501009619,False,True
8,174.0,2.2405492482826,0,dictionary:breach,2,False,37.603517745128734,False,True
7,820.0,2.9138138523837167,0,dictionary:breach,2,False,36.18947501009619,False,True
10,291.0,2.4638929889859074,0,dictionary:breach,3,False,51.69925001442312,False,True
6,229.0,2.359835482339888,0,dictionary:breach,1,False,28.202638308846552,False,True
6,756.0,2.8785217955012063,0,dictionary:breach,1,False,28.202638308846552,False,True
7,2100.0,3.3222192947339195,1,dictionary:breach,2,False,36.18947501009619,False,True
8,224.0,2.3502480183341627,0,dictionary:breach,2,False,37.603517745128734,False,True
7,152.0,2.1818435879447726,0,dictionary:breach,1,False,32.90307802698764,False,True
8,265.0,2.4232458739368083,0,dictionary:breach,2,False,26.575424759098897,False,True
7,184.0,2.264817823009537,0,dictionary:breach,1,False,32.90307802698764,False,True
6,60.0,1.7781512503836439,0,sequence,1,False,19.931568569324174,False,True
8,248.0,2.3944516808262164,0,dictionary:breach,2,False,37.603517745128734,False,True
7,204.0,2.3096301674258988,0,dictionary:breach,1,False,32.90307802698764,False,True
6,186.0,2.2695129442179165,0,dictionary:breach,1,False,28.202638308846552,False,True
7,208.0,2.3180633349627615,0,dictionary:breach,1,False,32.90307802698764,False,True
7,1497.0,3.1752218003430523,1,dictionary:breach,2,False,36.18947501009619,False,True
6,584.0,2.7664128471123997,0,dictionary:breach,2,False,31.019550008653873,False,True
6,984.0,2.992995098431342,0,dictionary:breach,2,False,31.019550008653873,False,True
6,187.0,2.271841606536499,0,dictionary:breach,1,False,28.202638308846552,False,True
10,263.0,2.419955748489758,0,dictionary:breach,3,False,51.69925001442312,False,True
12,43616.0,4.63964583415458,1,dictionary:breach,4,False,62.039100017307746,True,True
6,209.0,2.3201462861110542,0,dictionary:breach,1,False,28.202638308846552,False,True
8,718.0,2.8561244442423006,0,dictionary:breach,3,False,41.3594000115385,False,True
6,233.0,2.3673559210260193,0,dictionary:breach,1,False,28.202638308846552,False,True
5,182.0,2.260071387985075,0,dictionary:breach,1,False,23.502198590705458,False,True
8,989.0,2.9951962915971793,0,dictionary:breach,3,False,41.3594000115385,False,True
7,216.0,2.334453751150931,0,dictionary:breach,1,False,32.90307802698764,False,True
4,40.0,1.6020599913279625,0,repeat,1,False,13.287712379549449,False,True
6,168.0,2.2253092817258633,0,dictionary:breach,1,False,28.202638308846552,False,True
10,100.0,2.0,0,repeat,2,False,33.219280948873624,False,True
8,918.0,2.9628426812012423,0,dictionary:breach,3,False,41.3594000115385,False,True
8,195.0,2.290034611362518,0,dictionary:breach,2,False,37.603517745128734,False,True
8,470.0,2.6720978579357175,0,dictionary:breach,3,False,41.3594000115385,False,True
8,85.0,1.9294189257142929,0,dictionary:breach,2,False,37.603517745128734,False,True
7,1068.0,3.028571252692538,1,dictionary:breach,2,False,36.18947501009619,False,True
6,131.0,2.1172712956557644,0,dictionary:breach,1,False,28.202638308846552,False,True
7,210.0,2.3222192947339195,0,dictionary:breach,1,False,32.90307802698764,False,True
6,251.0,2.3996737214810384,0,dictionary:breach,1,False,28.202638308846552,False,True
9,212.0,2.326335860928751,0,dictionary:breach,2,False,42.303957463269825,False,True
10,483.0,2.6839471307515126,0,dictionary:breach,2,False,33.219280948873624,False,True
6,188.0,2.27415784926368,0,dictionary:breach,1,False,28.202638308846552,False,True
10,1082.0,3.034227260770551,1,dictionary:breach,3,False,51.69925001442312,False,True
10,1722.0,3.236033147117636,1,dictionary:breach,3,False,51.69925001442312,False,True
6,247.0,2.392696953259666,0,dictionary:breach,1,False,28.202638308846552,False,True
5,50.0,1.6989700043360187,0,repeat,1,False,16.609640474436812,False,True
6,244.0,2.3873898263387296,0,dictionary:breach,1,False,28.202638308846552,False,True
6,325.0,2.5118833609788744,0,dictionary:breach,1,False,28.202638308846552,False,True
7,500.0,2.6989700043360187,0,dictionary:breach,1,False,32.90307802698764,False,True
4,5156.0,3.712312908681366,1,dictionary:english,1,False,18.801758872564367,False,False
6,1626.0,3.2111205412580492,1,dictionary:breach,2,False,31.019550008653873,False,True
7,20.0,1.3010299956639813,0,dictionary:breach,1,False,23.253496664211536,False,True
10,93.0,1.968482948553935,0,dictionary:breach,3,False,51.69925001442312,False,True
7,351.0,2.5453071164658243,0,dictionary:breach,1,False,32.90307802698764,False,True
6,300.0,2.4771212547196626,0,repeat,1,False,19.931568569324174,False,True
